Email_ID,Text,Label
EM0169,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0335,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0316,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Team.",0
EM0079,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0456,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 41477.",1
EM0453,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0488,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0470,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0245,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0038,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0063,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, CODR.",0
EM0267,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, CODR.",0
EM0060,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0484,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 42691.",1
EM0110,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0332,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Team.",0
EM0109,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 18102.",1
EM0448,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 26775.",1
EM0381,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0359,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0133,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 97396.",1
EM0111,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0357,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Team.",0
EM0362,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Team.",0
EM0458,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0253,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 54363.",1
EM0499,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, CODR.",0
EM0463,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, CODR.",0
EM0012,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, HR.",0
EM0416,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 80445.",1
EM0130,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, HR.",0
EM0081,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0155,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0153,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, HR.",0
EM0298,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0140,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0348,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0045,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, HR.",0
EM0283,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 22611.",1
EM0309,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 85558.",1
EM0090,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 54000.",1
EM0425,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0027,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 45157.",1
EM0342,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 65363.",1
EM0478,"Subject: Exclusive Offer: Cheap online prescriptions

Get up to 80% off on all medications! Best prices online. Fast shipping, discrete packaging. Click here to browse our catalog: http://cheap-meds-discount.com/rx. Reference ID: 30508.",1
EM0331,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Sankha.",0
EM0462,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
EM0120,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0408,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, HR.",0
EM0296,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0213,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 54838.",1
EM0098,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 80556.",1
EM0495,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 49403.",1
EM0474,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Team.",0
EM0158,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0209,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 83439.",1
EM0219,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Sankha.",0
EM0360,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 98038.",1
EM0220,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, CODR.",0
EM0241,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 79452.",1
EM0236,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0030,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 45120.",1
EM0498,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0461,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0099,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0017,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 42932.",1
EM0132,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0247,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, CODR.",0
EM0292,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0261,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 77063.",1
EM0390,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0290,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 92105.",1
EM0310,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0216,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0127,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0179,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0028,"Subject: Congratulations! You won $1,000,000 lottery!

Dear lucky winner, your email address was selected as the grand prize winner of $1,000,000 in our international lottery promotion. To claim your cash prize, reply with your full name, phone number, and bank details. Reference ID: 86321.",1
EM0221,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0272,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0295,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, HR.",0
EM0104,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0369,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, Team.",0
EM0086,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0167,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0287,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0496,"Subject: Work from home and earn $500/hour

Hello! We are looking for remote data entry assistants. Work only 2 hours a day and earn $500 per hour. No experience required. If you are interested, please visit http://easy-money-jobs-now.com to apply today. Reference ID: 94439.",1
EM0231,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Sankha.",0
EM0472,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0315,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0434,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0415,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0102,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0229,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Sankha.",0
EM0306,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 32933.",1
EM0182,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 80472.",1
EM0376,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Team.",0
EM0468,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Team.",0
EM0006,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0252,"Subject: URGENT: Verify your bank account immediately

Dear Customer, We detected suspicious activity on your online bank account. Please click the link to verify your identity and prevent account suspension: http://secure-verify-login.net/auth. This is urgent. Reference ID: 67245.",1
EM0022,"Subject: Invoice payment overdue - Action required

Hello, please find attached the invoice for your recent purchase. The payment of $4,520 is overdue. Please click the link below to settle the outstanding balance immediately: http://invoice-payment-portal.com/pay. Reference ID: 48602.",1
EM0240,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, Team.",0
EM0243,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Sankha.",0
EM0333,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, HR.",0
EM0409,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0185,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Team.",0
EM0162,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Sankha.",0
EM0050,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, Team.",0
EM0085,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Team.",0
EM0444,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, CODR.",0
EM0319,"Subject: Data Analyst Interview Schedule

Dear Sankha, thank you for applying for the Data Analyst position at CODR. We would like to schedule a 30-minute technical interview via Google Meet this Thursday at 2 PM. Please let us know if this time works for you. Sincerely, CODR.",0
EM0446,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0265,"Subject: Project Status Update - Weekly Meeting

Hi team, please find the weekly project status report attached. Let's meet tomorrow at 10 AM in Conference Room B to discuss the database migration and backend container orchestration details. Thanks, Project Manager. Sincerely, HR.",0
EM0322,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0077,"Subject: Feedback request: Team performance

Hi all, please take 5 minutes to fill out the quarterly team feedback survey. Your responses are anonymous and help us improve our developer tooling and workspace guidelines. Thanks, HR Team. Sincerely, HR.",0
EM0423,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, HR.",0
EM0339,"Subject: Your monthly utility bill is ready

Dear resident, your digital utility bill for April 2026 is now available. The total amount due is $145.20, which will be auto-debited from your registered card on May 5th. Thank you. Sincerely, Sankha.",0
EM0105,"Subject: Reviewed pull request: Fix memory leak

Hi, I have reviewed your pull request for fixing the cache eviction leak in the Redis interface. The code looks clean and matches our design system. I have approved it and merged it into main. Sincerely, Sankha.",0
EM0118,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, HR.",0
EM0326,"Subject: Investment Opportunity: 500% returns guaranteed

Hello, we represent a major cryptocurrency investment firm. Get 500% returns on your investment in 7 days. Guaranteed payouts. Reply to this email with 'START' to join our group. Reference ID: 15411.",1
EM0435,"Subject: Security Alert: Google Account Compromised

Dear User, someone just logged into your Gmail account from a new device in Russia. If this was not you, click here immediately to change your password and protect your credentials: http://google-safety-alert.com/reset. Reference ID: 99303.",1
EM0254,"Subject: Notes from today's brainstorming session

Hi everyone, here are the main notes and action items from our meeting: 1. Optimize CSS styles, 2. Add sanitization layer to input fields, 3. Review playtests. Let me know if I missed anything. Sincerely, Sankha.",0
EM0403,"Subject: Your package delivery is pending validation

Dear customer, your parcel from DHL could not be delivered due to an incorrect address. A redelivery fee of $1.50 is required. Please update your address and pay the fee at http://dhl-tracking-delivery.com. Reference ID: 43012.",1
EM0166,"Subject: Monthly newsletter: Tech trends

Hello subscriber, here is our monthly digest of software development trends, covering concurrent React rendering, SEO strategies, and Edge caching performance metrics. Read the full article on our blog. Sincerely, Team.",0
EM0048,"Subject: Dinner plans for Friday night?

Hey, are you free this Friday for dinner? Some of us are planning to try the new Italian place downtown. Let me know by Wednesday so I can make a reservation. Hope you can make it! Sincerely, Team.",0
